EV	DWSIM.Interfaces.Enums.FlashCalculationType	PressureEnthalpy	1
EV	DWSIM.Interfaces.Enums.FlashCalculationType	PressureEntropy	2
EV	DWSIM.Interfaces.Enums.FlashCalculationType	TemperatureEnthalpy	3
EV	DWSIM.Interfaces.Enums.FlashCalculationType	TemperatureEntropy	4
EV	DWSIM.Interfaces.Enums.FlashCalculationType	PressureVaporFraction	5
EV	DWSIM.Interfaces.Enums.FlashCalculationType	TemperatureVaporFraction	6
EV	DWSIM.Interfaces.Enums.FlashCalculationType	PressureSolidFraction	7
EV	DWSIM.Interfaces.Enums.FlashCalculationType	TemperatureSolidFraction	8
EV	DWSIM.Interfaces.Enums.FlashCalculationType	VolumeTemperature	9
EV	DWSIM.Interfaces.Enums.FlashCalculationType	VolumePressure	10
EV	DWSIM.Interfaces.Enums.FlashCalculationType	VolumeEnthalpy	11
EV	DWSIM.Interfaces.Enums.FlashCalculationType	VolumeEntropy	12
EV	DWSIM.Interfaces.Enums.AdjustVarType	Manipulated	0
EV	DWSIM.Interfaces.Enums.AdjustVarType	Controlled	1
EV	DWSIM.Interfaces.Enums.AdjustVarType	Reference	2
EV	DWSIM.Interfaces.Enums.AdjustVarType	None	3
EV	DWSIM.Interfaces.Enums.SpecVarType	Source	0
EV	DWSIM.Interfaces.Enums.SpecVarType	Target	1
EV	DWSIM.Interfaces.Enums.SpecVarType	None	2
EV	DWSIM.Interfaces.Enums.PropertyType	RO	0
EV	DWSIM.Interfaces.Enums.PropertyType	RW	1
EV	DWSIM.Interfaces.Enums.PropertyType	WR	2
EV	DWSIM.Interfaces.Enums.PropertyType	ALL	3
EV	DWSIM.Interfaces.Enums.StreamType	Feed	0
EV	DWSIM.Interfaces.Enums.StreamType	Product	1
EV	DWSIM.Interfaces.Enums.StreamType	Recycle_In	2
EV	DWSIM.Interfaces.Enums.StreamType	Recycle_Out	3
EV	DWSIM.Interfaces.Enums.StreamType	Inner	4
EV	DWSIM.Interfaces.Enums.StreamType	Undefined	5
EV	DWSIM.Interfaces.Enums.StreamSpec	Temperature_and_Pressure	0
EV	DWSIM.Interfaces.Enums.StreamSpec	Pressure_and_Enthalpy	1
EV	DWSIM.Interfaces.Enums.StreamSpec	Pressure_and_Entropy	2
EV	DWSIM.Interfaces.Enums.StreamSpec	Pressure_and_VaporFraction	3
EV	DWSIM.Interfaces.Enums.StreamSpec	Temperature_and_VaporFraction	4
EV	DWSIM.Interfaces.Enums.StreamSpec	Pressure_and_SolidFraction	5
EV	DWSIM.Interfaces.Enums.StreamSpec	Volume_and_Temperature	6
EV	DWSIM.Interfaces.Enums.StreamSpec	Volume_and_Enthalpy	7
EV	DWSIM.Interfaces.Enums.StreamSpec	Volume_and_Entropy	8
EV	DWSIM.Interfaces.Enums.FlowSpec	Mass	0
EV	DWSIM.Interfaces.Enums.FlowSpec	Mole	1
EV	DWSIM.Interfaces.Enums.FlowSpec	Volumetric	2
EV	DWSIM.Interfaces.Enums.CompositionBasis	Molar_Fractions	0
EV	DWSIM.Interfaces.Enums.CompositionBasis	Mass_Fractions	1
EV	DWSIM.Interfaces.Enums.CompositionBasis	Volumetric_Fractions	2
EV	DWSIM.Interfaces.Enums.CompositionBasis	Molar_Flows	3
EV	DWSIM.Interfaces.Enums.CompositionBasis	Mass_Flows	4
EV	DWSIM.Interfaces.Enums.CompositionBasis	Volumetric_Flows	5
EV	DWSIM.Interfaces.Enums.CompositionBasis	DefaultBasis	6
EV	DWSIM.Interfaces.Enums.PhaseLabel	Mixture	0
EV	DWSIM.Interfaces.Enums.PhaseLabel	Vapor	1
EV	DWSIM.Interfaces.Enums.PhaseLabel	LiquidMixture	2
EV	DWSIM.Interfaces.Enums.PhaseLabel	Liquid1	3
EV	DWSIM.Interfaces.Enums.PhaseLabel	Liquid2	4
EV	DWSIM.Interfaces.Enums.PhaseLabel	Liquid3	5
EV	DWSIM.Interfaces.Enums.PhaseLabel	Aqueous	6
EV	DWSIM.Interfaces.Enums.PhaseLabel	Solid	7
EV	DWSIM.Interfaces.Enums.PhaseName	Liquid	0
EV	DWSIM.Interfaces.Enums.PhaseName	Vapor	1
EV	DWSIM.Interfaces.Enums.PhaseName	Mixture	2
EV	DWSIM.Interfaces.Enums.PhaseName	Solid	3
EV	DWSIM.Interfaces.Enums.ForcedPhase	None	0
EV	DWSIM.Interfaces.Enums.ForcedPhase	Vapor	1
EV	DWSIM.Interfaces.Enums.ForcedPhase	Liquid	2
EV	DWSIM.Interfaces.Enums.ForcedPhase	Solid	3
EV	DWSIM.Interfaces.Enums.ForcedPhase	GlobalDef	4
EV	DWSIM.Interfaces.Enums.ReactionType	Equilibrium	0
EV	DWSIM.Interfaces.Enums.ReactionType	Kinetic	1
EV	DWSIM.Interfaces.Enums.ReactionType	Heterogeneous_Catalytic	2
EV	DWSIM.Interfaces.Enums.ReactionType	Conversion	3
EV	DWSIM.Interfaces.Enums.ReactionBasis	Activity	0
EV	DWSIM.Interfaces.Enums.ReactionBasis	Fugacity	1
EV	DWSIM.Interfaces.Enums.ReactionBasis	MolarConc	2
EV	DWSIM.Interfaces.Enums.ReactionBasis	MassConc	3
