object_type,status,clr_class,param_id,id_style,unit,default
RCT_Equilibrium,OK,DWSIM.UnitOperations.Reactors.Reactor_Equilibrium,Operating Pressure (Dynamics),named,Pa,0.0
RCT_Equilibrium,OK,DWSIM.UnitOperations.Reactors.Reactor_Equilibrium,Liquid Level,named,m,0.0
RCT_Equilibrium,OK,DWSIM.UnitOperations.Reactors.Reactor_Equilibrium,Volume,named,m3,1.0
RCT_Equilibrium,OK,DWSIM.UnitOperations.Reactors.Reactor_Equilibrium,Height,named,m,2.0
RCT_Equilibrium,OK,DWSIM.UnitOperations.Reactors.Reactor_Equilibrium,Minimum Pressure,named,Pa,101325.0
RCT_Equilibrium,OK,DWSIM.UnitOperations.Reactors.Reactor_Equilibrium,Initialize using Inlet Stream,named,,0.0
RCT_Equilibrium,OK,DWSIM.UnitOperations.Reactors.Reactor_Equilibrium,Reset Contents,named,,0.0
RCT_Equilibrium,OK,DWSIM.UnitOperations.Reactors.Reactor_Equilibrium,PROP_EQ_0,opaque,Pa,0.0
RCT_Equilibrium,OK,DWSIM.UnitOperations.Reactors.Reactor_Equilibrium,PROP_EQ_1,opaque,K,0.0
RCT_Equilibrium,OK,DWSIM.UnitOperations.Reactors.Reactor_Equilibrium,Calculation Mode,named,,Adiabatic
RCT_Equilibrium,OK,DWSIM.UnitOperations.Reactors.Reactor_Equilibrium,Initial Gibbs Energy,named,kW,0.0
RCT_Equilibrium,OK,DWSIM.UnitOperations.Reactors.Reactor_Equilibrium,Final Gibbs Energy,named,kW,0.0
RCT_Gibbs,OK,DWSIM.UnitOperations.Reactors.Reactor_Gibbs,Operating Pressure (Dynamics),named,Pa,0.0
RCT_Gibbs,OK,DWSIM.UnitOperations.Reactors.Reactor_Gibbs,Liquid Level,named,m,0.0
RCT_Gibbs,OK,DWSIM.UnitOperations.Reactors.Reactor_Gibbs,Volume,named,m3,1.0
RCT_Gibbs,OK,DWSIM.UnitOperations.Reactors.Reactor_Gibbs,Height,named,m,2.0
RCT_Gibbs,OK,DWSIM.UnitOperations.Reactors.Reactor_Gibbs,Minimum Pressure,named,Pa,101325.0
RCT_Gibbs,OK,DWSIM.UnitOperations.Reactors.Reactor_Gibbs,Initialize using Inlet Stream,named,,0.0
RCT_Gibbs,OK,DWSIM.UnitOperations.Reactors.Reactor_Gibbs,Reset Contents,named,,0.0
RCT_Gibbs,OK,DWSIM.UnitOperations.Reactors.Reactor_Gibbs,PROP_GR_0,opaque,Pa,0.0
RCT_Gibbs,OK,DWSIM.UnitOperations.Reactors.Reactor_Gibbs,PROP_GR_1,opaque,K,298.14999999999998
RCT_Gibbs,OK,DWSIM.UnitOperations.Reactors.Reactor_Gibbs,Calculation Mode,named,,Adiabatic
RCT_Gibbs,OK,DWSIM.UnitOperations.Reactors.Reactor_Gibbs,Initial Gibbs Energy,named,kW,0.0
RCT_Gibbs,OK,DWSIM.UnitOperations.Reactors.Reactor_Gibbs,Final Gibbs Energy,named,kW,0.0
RCT_Gibbs,OK,DWSIM.UnitOperations.Reactors.Reactor_Gibbs,Element Balance Residue,named,,0.0
RCT_GibbsReaktoro,OK_NO_PROPS,DWSIM.UnitOperations.Reactors.Reactor_ReaktoroGibbs,,,,
RCT_PFR,OK,DWSIM.UnitOperations.Reactors.Reactor_PFR,Max Sections,named,,20.0
RCT_PFR,OK,DWSIM.UnitOperations.Reactors.Reactor_PFR,Reset Contents,named,,0.0
RCT_PFR,OK,DWSIM.UnitOperations.Reactors.Reactor_PFR,PROP_PF_0,opaque,Pa,0.0
RCT_PFR,OK,DWSIM.UnitOperations.Reactors.Reactor_PFR,PROP_PF_1,opaque,s,0.0
RCT_PFR,OK,DWSIM.UnitOperations.Reactors.Reactor_PFR,PROP_PF_2,opaque,m3,1.0
RCT_PFR,OK,DWSIM.UnitOperations.Reactors.Reactor_PFR,PROP_PF_3,opaque,m,1.0
RCT_PFR,OK,DWSIM.UnitOperations.Reactors.Reactor_PFR,PROP_PF_4,opaque,kg/m3,0.0
RCT_PFR,OK,DWSIM.UnitOperations.Reactors.Reactor_PFR,PROP_PF_5,opaque,mm,0.0
RCT_PFR,OK,DWSIM.UnitOperations.Reactors.Reactor_PFR,PROP_PF_6,opaque,,0.0
RCT_PFR,OK,DWSIM.UnitOperations.Reactors.Reactor_PFR,PROP_PF_7,opaque,K.,0.0
RCT_PFR,OK,DWSIM.UnitOperations.Reactors.Reactor_PFR,PROP_PF_8,opaque,kW,0.0
RCT_PFR,OK,DWSIM.UnitOperations.Reactors.Reactor_PFR,PROP_PF_9,opaque,mm,100.0
RCT_PFR,OK,DWSIM.UnitOperations.Reactors.Reactor_PFR,PROP_PF_10,opaque,,1.0
RCT_PFR,OK,DWSIM.UnitOperations.Reactors.Reactor_PFR,PROP_PF_11,opaque,,0.01
RCT_PFR,OK,DWSIM.UnitOperations.Reactors.Reactor_PFR,PROP_PF_12,opaque,K,298.14999999999998
RCT_PFR,OK,DWSIM.UnitOperations.Reactors.Reactor_PFR,Calculation Mode,named,,Adiabatic
ReboiledAbsorber,ADD_ERR,,,,,
RefluxedAbsorber,ADD_ERR,,,,,
ShortcutColumn,OK,DWSIM.UnitOperations.UnitOperations.ShortcutColumn,PROP_SC_0,opaque,,1.5
ShortcutColumn,OK,DWSIM.UnitOperations.UnitOperations.ShortcutColumn,PROP_SC_1,opaque,,0.01
ShortcutColumn,OK,DWSIM.UnitOperations.UnitOperations.ShortcutColumn,PROP_SC_2,opaque,,0.01
ShortcutColumn,OK,DWSIM.UnitOperations.UnitOperations.ShortcutColumn,PROP_SC_3,opaque,Pa,101325.0
ShortcutColumn,OK,DWSIM.UnitOperations.UnitOperations.ShortcutColumn,PROP_SC_4,opaque,Pa,101325.0
ShortcutColumn,OK,DWSIM.UnitOperations.UnitOperations.ShortcutColumn,PROP_SC_5,opaque,,0.0
ShortcutColumn,OK,DWSIM.UnitOperations.UnitOperations.ShortcutColumn,PROP_SC_6,opaque,,0.0
ShortcutColumn,OK,DWSIM.UnitOperations.UnitOperations.ShortcutColumn,PROP_SC_7,opaque,,0.0
ShortcutColumn,OK,DWSIM.UnitOperations.UnitOperations.ShortcutColumn,PROP_SC_8,opaque,mol/s,0.0
ShortcutColumn,OK,DWSIM.UnitOperations.UnitOperations.ShortcutColumn,PROP_SC_9,opaque,mol/s,0.0
ShortcutColumn,OK,DWSIM.UnitOperations.UnitOperations.ShortcutColumn,PROP_SC_10,opaque,mol/s,0.0
ShortcutColumn,OK,DWSIM.UnitOperations.UnitOperations.ShortcutColumn,PROP_SC_11,opaque,mol/s,0.0
ShortcutColumn,OK,DWSIM.UnitOperations.UnitOperations.ShortcutColumn,PROP_SC_12,opaque,kW,0.0
ShortcutColumn,OK,DWSIM.UnitOperations.UnitOperations.ShortcutColumn,PROP_SC_13,opaque,kW,0.0
ShortcutColumn,OK,DWSIM.UnitOperations.UnitOperations.ShortcutColumn,PROP_SC_14,opaque,,0.0
ShortcutColumn,OK,DWSIM.UnitOperations.UnitOperations.ShortcutColumn,Stage Height,named,m,0.5
ShortcutColumn,OK,DWSIM.UnitOperations.UnitOperations.ShortcutColumn,Estimated Height,named,m,nan
ShortcutColumn,OK,DWSIM.UnitOperations.UnitOperations.ShortcutColumn,Estimated Diameter,named,m,nan
SolarPanel,OK,DWSIM.UnitOperations.UnitOperations.SolarPanel,Efficiency,named,%,15.0
SolarPanel,OK,DWSIM.UnitOperations.UnitOperations.SolarPanel,User-Defined Solar Irradiation,named,kW/m2,1.0
SolarPanel,OK,DWSIM.UnitOperations.UnitOperations.SolarPanel,Actual Solar Irradiation,named,kW/m2,1.0
SolarPanel,OK,DWSIM.UnitOperations.UnitOperations.SolarPanel,Panel Area,named,m2,1.0
SolarPanel,OK,DWSIM.UnitOperations.UnitOperations.SolarPanel,Number of Panels,named,,1
SolarPanel,OK,DWSIM.UnitOperations.UnitOperations.SolarPanel,Generated Power,named,kW,0.0
SolidOps,ADD_ERR,,,,,
SolidSeparator,OK,DWSIM.UnitOperations.UnitOperations.SolidsSeparator,PROP_SS_1,opaque,%,100.0
SolidSeparator,OK,DWSIM.UnitOperations.UnitOperations.SolidsSeparator,PROP_SS_2,opaque,%,100.0
Splitter,OK,DWSIM.UnitOperations.UnitOperations.Splitter,PROP_SP_1,opaque,,0.0
Splitter,OK,DWSIM.UnitOperations.UnitOperations.Splitter,PROP_SP_2,opaque,,0.0
Switch,OK_NO_PROPS,DWSIM.UnitOperations.UnitOperations.Switch,,,,
TPVessel,ADD_ERR,,,,,
Tank,OK,DWSIM.UnitOperations.UnitOperations.Tank,Liquid Level,named,m,0.0
Tank,OK,DWSIM.UnitOperations.UnitOperations.Tank,Height,named,m,2.0
Tank,OK,DWSIM.UnitOperations.UnitOperations.Tank,Initialize using Inlet Stream,named,,0.0
Tank,OK,DWSIM.UnitOperations.UnitOperations.Tank,Reset Content,named,,0.0
Tank,OK,DWSIM.UnitOperations.UnitOperations.Tank,PROP_TK_0,opaque,Pa,0.0
Tank,OK,DWSIM.UnitOperations.UnitOperations.Tank,PROP_TK_1,opaque,m3,0.0
Tank,OK,DWSIM.UnitOperations.UnitOperations.Tank,PROP_TK_2,opaque,s,0.0
Valve,OK,DWSIM.UnitOperations.UnitOperations.Valve,Actuator Delay,named,s,0.0
Valve,OK,DWSIM.UnitOperations.UnitOperations.Valve,PROP_VA_0,opaque,,0.0
Valve,OK,DWSIM.UnitOperations.UnitOperations.Valve,PROP_VA_1,opaque,Pa,0.0
Valve,OK,DWSIM.UnitOperations.UnitOperations.Valve,PROP_VA_2,opaque,Pa,101325.0
Valve,OK,DWSIM.UnitOperations.UnitOperations.Valve,PROP_VA_3,opaque,K.,0.0
Valve,OK,DWSIM.UnitOperations.UnitOperations.Valve,PROP_VA_4,opaque,,100.0
Valve,OK,DWSIM.UnitOperations.UnitOperations.Valve,PROP_VA_5,opaque,,50.0
Valve,OK,DWSIM.UnitOperations.UnitOperations.Valve,PROP_VA_6,opaque,,50.0
Valve,OK,DWSIM.UnitOperations.UnitOperations.Valve,Actual Flow Coefficient,named,,0.0
Vessel,OK,DWSIM.UnitOperations.UnitOperations.Vessel,Vessel Orientation,named,,0.0
Vessel,OK,DWSIM.UnitOperations.UnitOperations.Vessel,Operating Pressure,named,Pa,0.0
Vessel,OK,DWSIM.UnitOperations.UnitOperations.Vessel,Liquid Level,named,m,0.0
Vessel,OK,DWSIM.UnitOperations.UnitOperations.Vessel,Get Volume from Dimensions,named,,0.0
Vessel,OK,DWSIM.UnitOperations.UnitOperations.Vessel,Volume,named,m3,1.0
Vessel,OK,DWSIM.UnitOperations.UnitOperations.Vessel,Get Height from Dimensions,named,,0.0
Vessel,OK,DWSIM.UnitOperations.UnitOperations.Vessel,Height,named,m,2.0
Vessel,OK,DWSIM.UnitOperations.UnitOperations.Vessel,Minimum Pressure,named,Pa,101325.0
Vessel,OK,DWSIM.UnitOperations.UnitOperations.Vessel,Initialize using Inlet Stream,named,,-1.0
Vessel,OK,DWSIM.UnitOperations.UnitOperations.Vessel,Reset Content,named,,0.0
Vessel,OK,DWSIM.UnitOperations.UnitOperations.Vessel,PROP_SV_0,opaque,K,298.14999999999998
Vessel,OK,DWSIM.UnitOperations.UnitOperations.Vessel,PROP_SV_1,opaque,Pa,101325.0
WaterElectrolyzer,OK,DWSIM.UnitOperations.UnitOperations.WaterElectrolyzer,Voltage,named,V,0.0
WaterElectrolyzer,OK,DWSIM.UnitOperations.UnitOperations.WaterElectrolyzer,Thermoneutral Voltage,named,V,0.0
WaterElectrolyzer,OK,DWSIM.UnitOperations.UnitOperations.WaterElectrolyzer,Reversible Voltage,named,V,0.0
WaterElectrolyzer,OK,DWSIM.UnitOperations.UnitOperations.WaterElectrolyzer,Number of Cells,named,,0
WaterElectrolyzer,OK,DWSIM.UnitOperations.UnitOperations.WaterElectrolyzer,Cell Voltage,named,V,0.0
WaterElectrolyzer,OK,DWSIM.UnitOperations.UnitOperations.WaterElectrolyzer,Waste Heat,named,kW,0.0
WaterElectrolyzer,OK,DWSIM.UnitOperations.UnitOperations.WaterElectrolyzer,Current,named,A,0.0
WaterElectrolyzer,OK,DWSIM.UnitOperations.UnitOperations.WaterElectrolyzer,Electron Transfer,named,mol/s,0.0
WaterElectrolyzer,OK,DWSIM.UnitOperations.UnitOperations.WaterElectrolyzer,Efficiency,named,,0.0
WaterElectrolyzer,OK,DWSIM.UnitOperations.UnitOperations.WaterElectrolyzer,Input Efficiency,named,,0.0
WindTurbine,OK,DWSIM.UnitOperations.UnitOperations.WindTurbine,Efficiency,named,%,80.0
WindTurbine,OK,DWSIM.UnitOperations.UnitOperations.WindTurbine,User-Defined Wind Speed,named,m/s,10.0
WindTurbine,OK,DWSIM.UnitOperations.UnitOperations.WindTurbine,Actual Wind Speed,named,m/s,10.0
WindTurbine,OK,DWSIM.UnitOperations.UnitOperations.WindTurbine,User-Defined Air Temperature,named,K,298.14999999999998
WindTurbine,OK,DWSIM.UnitOperations.UnitOperations.WindTurbine,Actual Air Temperature,named,K,298.14999999999998
WindTurbine,OK,DWSIM.UnitOperations.UnitOperations.WindTurbine,User-Defined Air Pressure,named,Pa,101325.0
WindTurbine,OK,DWSIM.UnitOperations.UnitOperations.WindTurbine,Actual Air Pressure,named,Pa,101325.0
WindTurbine,OK,DWSIM.UnitOperations.UnitOperations.WindTurbine,User-Defined Relative Humidity,named,%,30.0
WindTurbine,OK,DWSIM.UnitOperations.UnitOperations.WindTurbine,Actual Relative Humidity,named,%,30.0
WindTurbine,OK,DWSIM.UnitOperations.UnitOperations.WindTurbine,Disk Area,named,m2,10.0
WindTurbine,OK,DWSIM.UnitOperations.UnitOperations.WindTurbine,Rotor Diameter,named,m,0.0
WindTurbine,OK,DWSIM.UnitOperations.UnitOperations.WindTurbine,Number of Units,named,,1
WindTurbine,OK,DWSIM.UnitOperations.UnitOperations.WindTurbine,Generated Power,named,kW,0.0
WindTurbine,OK,DWSIM.UnitOperations.UnitOperations.WindTurbine,Maximum Theoretical Power,named,kW,0.0
WindTurbine,OK,DWSIM.UnitOperations.UnitOperations.WindTurbine,Calculated Air Density,named,kg/m3,0.0
